,AnsId,TagName,TagStrength,AnsScore,ScoreRange,AnsUserRep,ReputationRange,SmoothedWeightedUpVoteDownVoteRatio,SWUDRRange
76,1618267,neural-network,0.1516451591108709,28,[-3.00 - 301.33),55053,[1.00 - 337956.67),0.18369453044375644,[0.00 - 141.84)
77,1620415,neural-network,0.1516451591108709,6,[-3.00 - 301.33),24764,[1.00 - 337956.67),0.06811145510835913,[0.00 - 141.84)
78,1648811,neural-network,0.1516451591108709,7,[-3.00 - 301.33),40210,[1.00 - 337956.67),0.008255933952528379,[0.00 - 141.84)
79,1659872,neural-network,0.1516451591108709,1,[-3.00 - 301.33),15621,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
80,1672013,neural-network,0.1516451591108709,3,[-3.00 - 301.33),28548,[1.00 - 337956.67),0.01238390092879257,[0.00 - 141.84)
81,1673286,neural-network,0.1516451591108709,3,[-3.00 - 301.33),111857,[1.00 - 337956.67),7.195046439628482,[0.00 - 141.84)
82,1673907,neural-network,0.1516451591108709,3,[-3.00 - 301.33),111857,[1.00 - 337956.67),7.195046439628482,[0.00 - 141.84)
83,1714030,neural-network,0.1516451591108709,144,[-3.00 - 301.33),111857,[1.00 - 337956.67),7.195046439628482,[0.00 - 141.84)
84,1698110,neural-network,0.1516451591108709,4,[-3.00 - 301.33),9045,[1.00 - 337956.67),0.0051599587203302365,[0.00 - 141.84)
85,1711241,neural-network,0.1516451591108709,0,[-3.00 - 301.33),2750,[1.00 - 337956.67),5.962848297213623,[0.00 - 141.84)
86,1717675,neural-network,0.1516451591108709,0,[-3.00 - 301.33),42226,[1.00 - 337956.67),0.0010319917440660474,[0.00 - 141.84)
87,1735607,neural-network,0.1516451591108709,5,[-3.00 - 301.33),111857,[1.00 - 337956.67),7.195046439628482,[0.00 - 141.84)
88,1742991,neural-network,0.1516451591108709,4,[-3.00 - 301.33),111857,[1.00 - 337956.67),7.195046439628482,[0.00 - 141.84)
89,1766814,neural-network,0.1516451591108709,27,[-3.00 - 301.33),22467,[1.00 - 337956.67),0.006604747162022704,[0.00 - 141.84)
90,1784316,neural-network,0.1516451591108709,16,[-3.00 - 301.33),55053,[1.00 - 337956.67),0.18369453044375644,[0.00 - 141.84)
91,1812287,neural-network,0.1516451591108709,1,[-3.00 - 301.33),11994,[1.00 - 337956.67),0.0412796697626419,[0.00 - 141.84)
92,1814008,neural-network,0.1516451591108709,0,[-3.00 - 301.33),3019,[1.00 - 337956.67),0.0010319917440660474,[0.00 - 141.84)
93,1826651,neural-network,0.1516451591108709,26,[-3.00 - 301.33),24456,[1.00 - 337956.67),8.866873065015481,[0.00 - 141.84)
94,1830355,neural-network,0.1516451591108709,10,[-3.00 - 301.33),2750,[1.00 - 337956.67),5.962848297213623,[0.00 - 141.84)
95,1842375,neural-network,0.1516451591108709,1,[-3.00 - 301.33),9044,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
96,1919008,neural-network,0.1516451591108709,4,[-3.00 - 301.33),41,[1.00 - 337956.67),0.0051599587203302365,[0.00 - 141.84)
97,1877381,neural-network,0.1516451591108709,27,[-3.00 - 301.33),26714,[1.00 - 337956.67),0.028895768833849332,[0.00 - 141.84)
98,1877589,neural-network,0.1516451591108709,41,[-3.00 - 301.33),51325,[1.00 - 337956.67),0.02476780185758514,[0.00 - 141.84)
99,1877737,neural-network,0.1516451591108709,3,[-3.00 - 301.33),40191,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
100,1892922,neural-network,0.1516451591108709,3,[-3.00 - 301.33),27565,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
101,1899258,neural-network,0.1516451591108709,5,[-3.00 - 301.33),28075,[1.00 - 337956.67),0.033023735810113516,[0.00 - 141.84)
102,1918959,neural-network,0.1516451591108709,1,[-3.00 - 301.33),7230,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
103,1944885,neural-network,0.1516451591108709,1,[-3.00 - 301.33),31233,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
104,1950053,convolution,0.029761502601175598,3,[-2.00 - 21.33),32620,[1.00 - 176762.33),0.002579979360165119,[0.00 - 141.84)
105,1997643,neural-network,0.1516451591108709,0,[-3.00 - 301.33),548,[1.00 - 337956.67),0.0010319917440660474,[0.00 - 141.84)
106,1968624,neural-network,0.1516451591108709,15,[-3.00 - 301.33),54987,[1.00 - 337956.67),0.037151702786377715,[0.00 - 141.84)
107,1970679,neural-network,0.1516451591108709,3,[-3.00 - 301.33),527,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
108,1973061,neural-network,0.1516451591108709,3,[-3.00 - 301.33),207485,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
109,1991140,neural-network,0.1516451591108709,5,[-3.00 - 301.33),12719,[1.00 - 337956.67),0.006191950464396285,[0.00 - 141.84)
110,2019067,neural-network,0.1516451591108709,19,[-3.00 - 301.33),54987,[1.00 - 337956.67),0.037151702786377715,[0.00 - 141.84)
111,2025870,neural-network,0.1516451591108709,1,[-3.00 - 301.33),4054,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
112,2026092,neural-network,0.1516451591108709,6,[-3.00 - 301.33),55053,[1.00 - 337956.67),0.18369453044375644,[0.00 - 141.84)
113,2046965,neural-network,0.1516451591108709,7,[-3.00 - 301.33),24764,[1.00 - 337956.67),0.06811145510835913,[0.00 - 141.84)
114,2048817,neural-network,0.1516451591108709,2,[-3.00 - 301.33),5631,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
115,13707208,backpropagation,0.016485372609958786,9,[-1.00 - 16.33),371,[1.00 - 162004.33),0.04953560371517028,[0.00 - 141.84)
116,2084780,neural-network,0.1516451591108709,24,[-3.00 - 301.33),1372,[1.00 - 337956.67),0.05572755417956656,[0.00 - 141.84)
117,2087598,neural-network,0.1516451591108709,6,[-3.00 - 301.33),55053,[1.00 - 337956.67),0.18369453044375644,[0.00 - 141.84)
118,2095779,neural-network,0.1516451591108709,1,[-3.00 - 301.33),19,[1.00 - 337956.67),0.0015479876160990713,[0.00 - 141.84)
119,2115252,neural-network,0.1516451591108709,6,[-3.00 - 301.33),28547,[1.00 - 337956.67),0.007223942208462331,[0.00 - 141.84)
120,2121707,neural-network,0.1516451591108709,11,[-3.00 - 301.33),6184,[1.00 - 337956.67),0.08771929824561403,[0.00 - 141.84)
121,2188831,neural-network,0.1516451591108709,13,[-3.00 - 301.33),111857,[1.00 - 337956.67),7.195046439628482,[0.00 - 141.84)
122,2142054,backpropagation,0.016485372609958786,2,[-1.00 - 16.33),5721,[1.00 - 162004.33),0.2930856553147575,[0.00 - 141.84)
123,2149296,neural-network,0.1516451591108709,1,[-3.00 - 301.33),18989,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
124,2166337,neural-network,0.1516451591108709,6,[-3.00 - 301.33),394,[1.00 - 337956.67),0.011351909184726523,[0.00 - 141.84)
125,2179701,backpropagation,0.016485372609958786,3,[-1.00 - 16.33),394,[1.00 - 162004.33),0.011351909184726523,[0.00 - 141.84)
126,2406942,neural-network,0.1516451591108709,7,[-3.00 - 301.33),2026,[1.00 - 337956.67),0.008255933952528379,[0.00 - 141.84)
127,12747343,neural-network,0.1516451591108709,15,[-3.00 - 301.33),1438,[1.00 - 337956.67),0.016511867905056758,[0.00 - 141.84)
128,2201181,backpropagation,0.016485372609958786,28,[16.33 - 33.67),5721,[1.00 - 162004.33),0.2930856553147575,[0.00 - 141.84)
129,2205095,convolution,0.029761502601175598,10,[-2.00 - 21.33),3260,[1.00 - 176762.33),0.011351909184726523,[0.00 - 141.84)
130,2214285,neural-network,0.1516451591108709,3,[-3.00 - 301.33),1694,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
131,2217217,neural-network,0.1516451591108709,2,[-3.00 - 301.33),5590,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
132,2217837,backpropagation,0.016485372609958786,2,[-1.00 - 16.33),6403,[1.00 - 162004.33),0.0030959752321981426,[0.00 - 141.84)
133,2219420,convolution,0.029761502601175598,4,[-2.00 - 21.33),139274,[1.00 - 176762.33),0.0051599587203302365,[0.00 - 141.84)
134,2223010,neural-network,0.1516451591108709,1,[-3.00 - 301.33),5721,[1.00 - 337956.67),0.2930856553147575,[0.00 - 141.84)
135,2284288,neural-network,0.1516451591108709,3,[-3.00 - 301.33),16672,[1.00 - 337956.67),0.002579979360165119,[0.00 - 141.84)
136,2315458,neural-network,0.1516451591108709,8,[-3.00 - 301.33),24764,[1.00 - 337956.67),0.06811145510835913,[0.00 - 141.84)
137,2340216,neural-network,0.1516451591108709,6,[-3.00 - 301.33),7904,[1.00 - 337956.67),0.007223942208462331,[0.00 - 141.84)
138,2375593,neural-network,0.1516451591108709,4,[-3.00 - 301.33),26527,[1.00 - 337956.67),0.7708978328173375,[0.00 - 141.84)
139,2420953,neural-network,0.1516451591108709,10,[-3.00 - 301.33),111857,[1.00 - 337956.67),7.195046439628482,[0.00 - 141.84)
140,2434583,neural-network,0.1516451591108709,12,[-3.00 - 301.33),26527,[1.00 - 337956.67),0.7708978328173375,[0.00 - 141.84)
141,39852783,convolution,0.029761502601175598,5,[-2.00 - 21.33),1160,[1.00 - 176762.33),0.006191950464396285,[0.00 - 141.84)
142,2470993,neural-network,0.1516451591108709,3,[-3.00 - 301.33),2025,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
143,2499936,neural-network,0.1516451591108709,910,[605.67 - 911.00),24456,[1.00 - 337956.67),8.866873065015481,[0.00 - 141.84)
144,2792332,neural-network,0.1516451591108709,0,[-3.00 - 301.33),11132,[1.00 - 337956.67),0.030959752321981424,[0.00 - 141.84)
145,2504641,neural-network,0.1516451591108709,2,[-3.00 - 301.33),27213,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
146,2508998,neural-network,0.1516451591108709,2,[-3.00 - 301.33),435,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
147,2520504,neural-network,0.1516451591108709,7,[-3.00 - 301.33),111857,[1.00 - 337956.67),7.195046439628482,[0.00 - 141.84)
148,2520801,neural-network,0.1516451591108709,9,[-3.00 - 301.33),845,[1.00 - 337956.67),0.010319917440660476,[0.00 - 141.84)
149,2525149,neural-network,0.1516451591108709,21,[-3.00 - 301.33),5721,[1.00 - 337956.67),0.2930856553147575,[0.00 - 141.84)
150,2532666,neural-network,0.1516451591108709,2,[-3.00 - 301.33),10468,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
151,2591631,neural-network,0.1516451591108709,2,[-3.00 - 301.33),11013,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
152,2598876,neural-network,0.1516451591108709,2,[-3.00 - 301.33),28491,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
153,2740566,neural-network,0.1516451591108709,2,[-3.00 - 301.33),36,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
154,2604297,neural-network,0.1516451591108709,4,[-3.00 - 301.33),50803,[1.00 - 337956.67),1.6596491228070176,[0.00 - 141.84)
155,2609010,neural-network,0.1516451591108709,8,[-3.00 - 301.33),20046,[1.00 - 337956.67),0.022703818369453045,[0.00 - 141.84)
156,2614043,neural-network,0.1516451591108709,2,[-3.00 - 301.33),13146,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
157,2623722,convolution,0.029761502601175598,2,[-2.00 - 21.33),167322,[1.00 - 176762.33),0.2352941176470588,[0.00 - 141.84)
158,3457080,neural-network,0.1516451591108709,4,[-3.00 - 301.33),2556,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
159,2670907,neural-network,0.1516451591108709,3,[-3.00 - 301.33),20662,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
160,2679051,neural-network,0.1516451591108709,46,[-3.00 - 301.33),7213,[1.00 - 337956.67),0.04850361197110424,[0.00 - 141.84)
161,2689251,neural-network,0.1516451591108709,5,[-3.00 - 301.33),5721,[1.00 - 337956.67),0.2930856553147575,[0.00 - 141.84)
162,2747651,neural-network,0.1516451591108709,2,[-3.00 - 301.33),186,[1.00 - 337956.67),0.026831785345717236,[0.00 - 141.84)
163,2692697,neural-network,0.1516451591108709,2,[-3.00 - 301.33),36,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
164,2747813,deep-learning,0.12921424228092696,10,[-2.00 - 86.00),186,[1.00 - 252565.67),0.026831785345717236,[0.00 - 141.84)
165,2709707,neural-network,0.1516451591108709,3,[-3.00 - 301.33),51325,[1.00 - 337956.67),0.02476780185758514,[0.00 - 141.84)
166,2715189,convolution,0.029761502601175598,2,[-2.00 - 21.33),99515,[1.00 - 176762.33),0.0030959752321981426,[0.00 - 141.84)
167,2789635,neural-network,0.1516451591108709,2,[-3.00 - 301.33),5791,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
168,2916730,neural-network,0.1516451591108709,1,[-3.00 - 301.33),2491,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
169,2758125,neural-network,0.1516451591108709,2,[-3.00 - 301.33),5721,[1.00 - 337956.67),0.2930856553147575,[0.00 - 141.84)
170,2755868,neural-network,0.1516451591108709,4,[-3.00 - 301.33),26527,[1.00 - 337956.67),0.7708978328173375,[0.00 - 141.84)
171,2764061,deep-learning,0.12921424228092696,13,[-2.00 - 86.00),50803,[1.00 - 252565.67),1.6596491228070176,[0.00 - 141.84)
172,2763582,neural-network,0.1516451591108709,3,[-3.00 - 301.33),26527,[1.00 - 337956.67),0.7708978328173375,[0.00 - 141.84)
173,2785781,neural-network,0.1516451591108709,21,[-3.00 - 301.33),50803,[1.00 - 337956.67),1.6596491228070176,[0.00 - 141.84)
174,2804515,neural-network,0.1516451591108709,3,[-3.00 - 301.33),3516,[1.00 - 337956.67),0.010319917440660476,[0.00 - 141.84)
175,2806569,neural-network,0.1516451591108709,3,[-3.00 - 301.33),216143,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
176,2826240,neural-network,0.1516451591108709,4,[-3.00 - 301.33),298067,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
177,2870542,neural-network,0.1516451591108709,7,[-3.00 - 301.33),237,[1.00 - 337956.67),0.008255933952528379,[0.00 - 141.84)
178,2848315,neural-network,0.1516451591108709,3,[-3.00 - 301.33),2088,[1.00 - 337956.67),0.0041279669762641896,[0.00 - 141.84)
179,2865284,backpropagation,0.016485372609958786,2,[-1.00 - 16.33),7741,[1.00 - 162004.33),0.0030959752321981426,[0.00 - 141.84)
180,2881704,neural-network,0.1516451591108709,2,[-3.00 - 301.33),39336,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
181,2887869,neural-network,0.1516451591108709,20,[-3.00 - 301.33),28017,[1.00 - 337956.67),0.021671826625387,[0.00 - 141.84)
182,2893342,backpropagation,0.016485372609958786,10,[-1.00 - 16.33),28075,[1.00 - 162004.33),0.033023735810113516,[0.00 - 141.84)
183,6542022,backpropagation,0.016485372609958786,3,[-1.00 - 16.33),1955,[1.00 - 162004.33),1.7647058823529411,[0.00 - 141.84)
184,2931515,neural-network,0.1516451591108709,2,[-3.00 - 301.33),28548,[1.00 - 337956.67),0.01238390092879257,[0.00 - 141.84)
185,2938665,neural-network,0.1516451591108709,0,[-3.00 - 301.33),31,[1.00 - 337956.67),0.0010319917440660474,[0.00 - 141.84)
186,2941837,convolution,0.029761502601175598,1,[-2.00 - 21.33),2707,[1.00 - 176762.33),0.0020639834881320948,[0.00 - 141.84)
187,2976602,neural-network,0.1516451591108709,4,[-3.00 - 301.33),2750,[1.00 - 337956.67),5.962848297213623,[0.00 - 141.84)
188,2977047,neural-network,0.1516451591108709,158,[-3.00 - 301.33),26527,[1.00 - 337956.67),0.7708978328173375,[0.00 - 141.84)
189,2984488,neural-network,0.1516451591108709,12,[-3.00 - 301.33),335,[1.00 - 337956.67),0.013415892672858616,[0.00 - 141.84)
190,2990514,neural-network,0.1516451591108709,42,[-3.00 - 301.33),607,[1.00 - 337956.67),0.044375644994840036,[0.00 - 141.84)
191,2991395,neural-network,0.1516451591108709,1,[-3.00 - 301.33),9003,[1.00 - 337956.67),0.0020639834881320948,[0.00 - 141.84)
192,2994900,neural-network,0.1516451591108709,8,[-3.00 - 301.33),411523,[337956.67 - 675912.33),0.028895768833849332,[0.00 - 141.84)
193,3065825,neural-network,0.1516451591108709,2,[-3.00 - 301.33),1124,[1.00 - 337956.67),0.02476780185758514,[0.00 - 141.84)
194,3066853,neural-network,0.1516451591108709,3,[-3.00 - 301.33),169,[1.00 - 337956.67),0.002579979360165119,[0.00 - 141.84)
195,3080847,neural-network,0.1516451591108709,6,[-3.00 - 301.33),1430,[1.00 - 337956.67),0.007223942208462331,[0.00 - 141.84)
196,3094541,neural-network,0.1516451591108709,2,[-3.00 - 301.33),5356,[1.00 - 337956.67),0.0030959752321981426,[0.00 - 141.84)
197,3121067,neural-network,0.1516451591108709,1,[-3.00 - 301.33),111857,[1.00 - 337956.67),7.195046439628482,[0.00 - 141.84)
